STT,TuNgu,SoTu,PhienAm,IPA,LoaiTu,SoNghia,NghiaTiengViet,GhiChu,MoTa1,MoTa2
7647,ꪼꪖ ꪵꪣ꫁ꪫ,1,,,cxđ.,1,cày hmông,,,
7648,ꪼꪖ ꪼꪕ,1,,,cxđ.,1,cày thái,,,
7649,ꪼꪖ ꪼꪕ,1,,,cxđ.,2,cày chìa vôi,,,
7650,ꪼꪖ꪿,1,,,cxđ.,1,thay,ăn mặc,ꪼꪖ꪿ ꪎ꫁ꪺꪉ ꪹꪎ꫁: thay quần áo,
7651,ꪼꪖ꪿,2,,,cxđ.,1,chuộc,,ꪼꪖ꪿ ꪹꪮꪱ ꪵꪪꪙ ꪣꪳ ꪁꪾ: chuộc lại cái nhẫn vàng,
7652,ꪼꪖ꪿,2,,,cxđ.,2,mua lại,,ꪼꪖ꪿ ꪹꪮꪱ ꪹꪀꪷꪙ ꪜꪱ ꪙꪳ꪿ꪉ ꪘꪰ꫁ꪉ ꪶꪁꪙ ꪵꪀꪫ꪿ꪙ: mua lại một cơn cá với người quen,
7653,ꪼꪖ꪿ ꪄꪱꪥ,1,,,cxđ.,1,mua buôn,,ꪼꪖ꪿ ꪄꪱꪥ ꪢꪱꪀ ꪵꪣꪉ: mua buôn hoa quả,
7654,ꪖꪰꪀ ꪹꪖꪷ꪿ꪙ,1,,,cxđ.,1,,,,
7655,ꪖꪰꪀ ꪹꪖꪷ꪿ꪙ,1,,,cxđ.,2,"chất đông, chất nhầy",,ꪖꪰꪀ ꪹꪖꪷ꪿ꪙ ꪹꪐ꪿ ꪢꪴ: chất đông thịt lợn,
7656,ꪖꪾ꫁,1,,,cxđ.,1,"hang, động",,ꪖꪾ꫁ ꪒ꪿ꪱꪙ: hang đá,
7657,ꪗꪾ ꪮꪲꪒ,1,,,cxđ.,1,,,,
7658,ꪖꪽ,1,,,cxđ.,1,hàng,,ꪜꪴꪀ ꪹꪜꪸꪙ ꪖꪽ: cáy thành hàng,ꪹꪭꪙ ꪣꪲ ꪎꪲ꪿ ꪖꪽ ꪹꪎꪱ: nhà có bốn hàng cột
7659,ꪖꪽ,1,,,cxđ.,2,vì,,ꪖꪽ ꪹꪎꪱ: vì cột,
7660,ꪖꪽ,1,,,cxđ.,3,"rặng, dãy",,ꪖꪽ ꪝꪴ: rặng núi,ꪖꪽ ꪹꪭꪙ: dãy nhà
7661,ꪖꪰ꪿ꪉ,1,,,cxđ.,1,xị,,ꪘ꫁ꪱ ꪖꪰ꪿ꪉ: mặt xị,
7662,ꪖꪰ꪿ꪉ,1,,,cxđ.,2,trề,,ꪶꪎꪚ ꪖꪰ꪿ꪉ: trề môi,
7663,ꪖꪰꪒ,1,,,cxđ.,1,"lê, toài",,ꪩꪱꪀ ꪖꪰꪒ ꪼꪜ: kéo lê đi,ꪋꪱꪙ ꪖꪰꪒ: bò toài
7664,ꪖꪰꪒ,1,,,cxđ.,2,lết,,ꪭ꪿ꪱꪫ ꪖꪰꪒ ꪼꪜ ꪹꪥꪸꪒ: cố lết đi làm,
7665,ꪖꪰꪒ,1,,,cxđ.,3,"sát, là",,ꪚꪲꪙ ꪖꪰꪒ ꪜꪱꪥ ꪼꪣ꫁: bay sát ngọn cây,
7666,ꪖꪰꪒ,2,,,cxđ.,1,"thứ, kế",người,ꪙ꫁ꪮꪉ ꪖꪰꪒ: em thứ,ꪎꪮꪉ ꪠꪴ꫁ ꪑꪲꪉ ꪮꪮꪀ ꪖꪰꪒ ꪀꪽ: hai đứa con gái sinh kế nhau
7667,ꪖꪰꪒ ꪹꪖ,1,,,cxđ.,1,lê lết,,ꪙꪰ꪿ꪉ ꪖꪰꪒ ꪹꪖ ꪘꪰ꫁ꪉ ꪀꪱꪉ ꪄ꪿ꪺꪉ: ngồi lê lết ở sân,
7668,ꪗꪰꪒ ꪗꪷ꫁,1,,,cxđ.,1,thành thật,,ꪫ꪿ꪱ ꪗꪰꪒ ꪗꪷ꫁ ꪻꪎ꪿ ꪀꪽ: nói thành thật với nhau,
7669,ꪗꪰꪒ ꪗꪷ꫁,2,,,cxđ.,1,thân thiết,,ꪛ꫁ꪱꪙ ꪗꪰꪒ ꪗꪷ꫁ ꪵꪔ꪿ ꪙ꫁ꪮꪥ: bạn thân thiết từ nhỏ,
7670,ꪵꪖ,1,,,cxđ.,1,cạo,,ꪵꪖ ꪘꪺꪒ: cạo râu,
7671,ꪵꪗ꫁,1,,,cxđ.,1,,,,
7672,ꪵꪗ꫁,2,,,cxđ.,1,bù,,ꪵꪗ꫁ ꪔꪳ꪿ꪣ ꪭ꫁ꪮꪥ ꪙꪳ꪿ꪉ ꪊꪰ꪿ꪉ ꪝꪷ: bù thêm một trăm mới đủ,
7673,ꪵꪖꪙ,1,,,cxđ.,1,"thần, thượng đế",,,
7674,ꪵꪖꪙ ꪚꪴꪙ,1,,,cxđ.,1,thần ban phước,,,
7675,ꪵꪖꪙ ꪋꪰ꪿ꪉ,1,,,cxđ.,1,thần phán xét,,,
7676,ꪵꪖꪙ ꪨꪺꪉ,1,,,cxđ.,1,ngọc hoàng,,,
7677,ꪵꪖꪫ,1,,,cxđ.,1,lằn,,ꪵꪖꪫ ꪼꪣ꫁ ꪬꪮꪥ: lằn roi,
7678,ꪵꪖꪫ,1,,,cxđ.,2,"vệt, ráng",,ꪵꪖꪫ ꪹꪨꪉ ꪵꪒꪉ: vệt xanh đỏ,ꪵꪖꪫ ꪢꪮꪀ ꪹꪨꪉ: ráng mây vàng
7679,ꪵꪖꪫ,1,,,cxđ.,3,hàng,,ꪎꪮꪉ ꪵꪖꪫ ꪙꪾ꫁ ꪔꪱ: hai hàng nước mắt,
7680,ꪵꪖꪫ,1,,,cxđ.,4,"ngả, nẻo",,ꪵꪖꪫ ꪕꪱꪉ: ngả đường; nẻo đường,
7681,ꪵꪖꪫ,1,,,cxđ.,5,dòng,,ꪵꪖꪫ ꪹꪩꪒ ꪒꪸꪫ: cùng một dòng máu,
7682,ꪵꪗ꫁ꪫ,1,,,cxđ.,1,thẻo,,ꪵꪗ꫁ꪫ ꪹꪐ꪿ ꪢꪴ: thẻo thịt lợn,
7683,ꪖꪲ,1,,,cxđ.,1,thi,,ꪖꪲ ꪵꪩ꪿ꪙ: thi chạy,ꪖꪲ ꪹꪄꪱ꫁ ꪹꪋꪉ: thi vào trường
7684,ꪖꪲ ꪚꪴ꪿,1,,,cxđ.,1,,đặt nơm để bắt cá bống,,
7685,ꪖꪲ꪿,1,,,cxđ.,1,"dày, mau",,ꪜꪴꪀ ꪖꪲ꪿: cấy dày,ꪎꪱꪙ ꪖꪲ꪿: đan mau
7686,ꪖꪲ꪿,2,,,cxđ.,1,ích kỉ,,,
7687,ꪖꪲ꪿ ꪘꪱ,1,,,cxđ.,1,keo kiệt,,,
7688,ꪖꪲ꪿ ꪑꪰꪒ,1,,,cxđ.,1,dày đặc,,ꪼꪣ꫁ ꪶꪜ꪿ꪉ ꪖꪲ꪿ ꪑꪰꪒ: cây mọc dày đặc,
7689,ꪖꪲ꪿ ꪑꪰꪒ,1,,,cxđ.,2,"sát, sít",,ꪙꪰ꪿ꪉ ꪖꪲ꪿ ꪑꪰꪒ ꪀꪽ ꪼꪜ: ngồi sát vào nhau,
7690,ꪖꪲ꪿ ꪑꪰꪒ,1,,,cxđ.,3,nhặt,,ꪠꪱ ꪎꪱꪙ ꪖꪲ꪿ ꪑꪰꪒ: phên đan nhặt,
7691,ꪗꪲ꫁,1,,,cxđ.,1,,,,
7692,ꪖꪸꪙ,1,,,cxđ.,1,thiên đình,vh,,
7693,ꪖꪸꪉ,1,,,cxđ.,1,lều,,ꪖꪸꪉ ꪼꪭ꪿: lều nương,
7694,ꪖꪸꪉ,1,,,cxđ.,2,ngôi,,ꪖꪸꪉ ꪢꪸ꪿ꪫ: ngôi miếu,
7695,ꪖꪸꪉ,1,,,cxđ.,3,chuồng,,ꪖꪸꪉ ꪁꪫꪱꪥ: chuồng trâu,ꪖꪸꪉ ꪄꪲ꫁: chuồng xí; chuồng tiêu
7696,ꪖꪸꪉ,2,,,cxđ.,1,chối,,* ꪖꪸꪉ ꪵꪕ꫁ ꪖꪸꪉ ꪹꪠ꪿ꪉ: chối bay chối biến,
7697,ꪖꪸꪉ,2,,,cxđ.,2,"từ chối, khước từ ",,ꪹꪚꪱ꪿ ꪖꪸꪉ ꪫꪸꪀ ꪎꪰꪉ: không từ chối việc gì,
7698,ꪖꪸꪉ ꪹꪩꪱ꫁,1,,,cxđ.,1,lẫm,,ꪔꪰ꫁ꪉ ꪖꪸꪉ ꪹꪩꪱ꫁: dựng lẫm,
7699,ꪖꪸꪉ ꪎꪴꪚ,1,,,cxđ.,1,xưởng rèn,,,
7700,ꪖꪸꪚ,1,,,cxđ.,1,"thiếp, thiệp",mời,ꪣꪲ ꪖꪸꪚ ꪹꪣꪷꪥ: có thiếp mời,
7701,ꪖꪸꪚ ꪜꪺ,1,,,cxđ.,1,phó vương,,,
7702,ꪖꪸꪫ ꪁꪳꪙ,1,,,cxđ.,1,thức đêm,,* ꪖꪸꪫ ꪹꪫꪸꪙ ꪖꪸꪫ ꪁꪳꪙ: thức đêm thức hôm,
7703,ꪖꪸ꪿ꪫ,1,,,cxđ.,1,thiếu,,ꪹꪚꪱ꪿ ꪖꪸ꪿ꪫ ꪮꪽ ꪻꪒ: chẳng thiếu cái gì,
7704,ꪖꪲ꫁ꪣ,1,,,cxđ.,1,"vứt, vất",,ꪹꪚꪱ꪿ ꪎꪴ꫁ ꪼꪒ꫁: thỉm sìa: không dùng được vứt đi,
7705,ꪖꪲ꫁ꪣ,1,,,cxđ.,2,ruồng bỏ,,ꪖꪲ꫁ꪣ ꪮ꫁ꪱꪥ ꪙ꫁ꪮꪉ: ruồng bỏ anh em,
7706,ꪖꪲ꫁ꪣ,1,,,cxđ.,3,đổ vấy,,ꪹꪊꪱ꫁ ꪹꪥꪸꪒ ꪵꪜ꪿ ꪖꪲ꫁ꪣ ꪻꪎ꪿ ꪹꪎꪱ꪿: mình làm hỏng đổ vấy cho người ta,
7707,ꪖꪲ꫁ꪣ ꪝꪲ,1,,,cxđ.,1,vứt bỏ ,,ꪢꪱꪀ ꪹꪙꪱ꪿ ꪖꪲ꫁ꪣ ꪝꪲ ꪎꪸ: quả thối vứt bỏ đi,
7708,ꪖꪲ꫁ꪣ ꪁ꪿ꪫꪱꪉ,1,,,cxđ.,1,quẳng,,ꪖꪲ꫁ꪣ ꪁ꪿ꪫꪱꪉ ꪣꪱꪀ ꪣꪲꪒ ꪼꪫ꫁ ꪘꪰ꫁ꪉ ꪁꪩꪷ꫁ ꪹꪭꪙ: quẳng con dao ở xó nhà,
7709,ꪖꪲ꫁ꪣ ꪶꪕ꫁ꪥ,1,,,cxđ.,1,đổ tội,,ꪖꪲ꫁ꪣ ꪶꪕ꫁ꪥ ꪻꪎ꪿ ꪹꪎꪱ꪿: đổ tội cho người ta,
7710,ꪖꪲ꫁ꪣ ꪫꪱꪉ,1,,,cxđ.,1,vứt bỏ,,ꪖ꫁ꪺꪥ ꪵꪔꪀ ꪖꪲ꫁ꪣ ꪫꪱꪉ ꪎꪸ: bát vỡ vứt bỏ đi,
7711,ꪖꪲ꫁ꪣ ꪫꪱꪉ,1,,,cxđ.,2,bỏ rơi,,ꪖꪲ꫁ꪣ ꪫꪱꪉ ꪣꪲꪒ ꪘꪰ꫁ꪉ ꪀꪱꪉ ꪕꪱꪉ: bỏ rơi dao ở dọc đường,
7712,ꪖꪲ꫁ꪣ ꪫꪱꪉ,1,,,cxđ.,3,bỏ xó,,ꪶꪒꪥ ꪭꪱꪥ ꪖꪲ꫁ꪣ ꪫꪱꪉ ꪼꪫ꫁: đôi giày bỏ xó,
7713,ꪖꪲ꫁ꪣ ꪫꪱꪉ,1,,,cxđ.,4,bỏ qua,,ꪫ꪿ꪱ ꪹꪚꪱ꪿ ꪵꪣ꪿ꪙ ꪵꪕ꫁ ꪖꪲ꫁ꪙ ꪫꪱꪉ ꪎꪸ ꪻꪬ꫁: nếu không phải thì bỏ qua cho,
7714,ꪖꪲꪚ,1,,,cxđ.,1,đạp,,ꪔꪲꪙ ꪖꪲꪚ ꪔꪰ꪿ꪉ: chân đạp vào ghế,
7715,ꪖꪲꪚ,2,,,cxđ.,1,đẫy,,ꪎꪮꪉ ꪜꪲ ꪖꪲꪚ: đẫy hai năm,
7716,ꪖꪲꪚ ꪖꪲ,1,,,cxđ.,1,,,,
7717,ꪖꪲꪚ ꪗꪲ꫁,1,,,cxđ.,1,đạp tung,,ꪖꪲꪚ ꪗꪲ꫁ ꪠꪱ ꪮꪮꪀ: đạp tung liếp ra,
7718,ꪖꪲꪫ,1,,,cxđ.,1,"huýt sáo, huýt gió ",,ꪹꪕꪸꪉ ꪼꪜ ꪹꪕꪸꪉ ꪖꪲꪫ: vừa đi vừa húyt sáo,
7719,ꪖꪲꪫ ꪢꪱ,1,,,cxđ.,1,suýt chó,,ꪖꪲꪫ ꪢꪱ ꪣꪱ ꪹꪭꪙ: suýt chó về nhà,
7720,ꪖꪨꪮꪀ ꪵꪮꪀ,1,,,cxđ.,1,mom,,ꪫ꪿ꪱ ꪵꪣ꪿ꪙ ꪖꪨꪮꪀ ꪵꪮꪀ: nói trúng mom,
7721,ꪶꪗꪩ꪿ꪣ,1,,,cxđ.,1,loà xoà,,ꪶꪜ꪿ꪀ ꪶꪗꪩ꪿ꪣ ꪡꪱ ꪻꪎ꪿ ꪶꪔ: trùm loà xoà cái chăn lên người,
7722,ꪶꪗꪩ꪿ꪣ ꪶꪗꪩ꫁,1,,,cxđ.,1,sùm sụp,đội,ꪄꪽ ꪶꪜ꪿ꪀ ꪬꪺ ꪶꪗꪩ꪿ꪣ ꪶꪗꪩ꫁: khăn đội đầu sùm sụp,
7723,ꪹꪖꪷꪨꪀ,1,,,cxđ.,1,trầy,,ꪘꪰꪉ ꪹꪖꪷꪨꪀ ꪼꪜ: trầy da,
7724,ꪹꪖꪷꪨꪀ ꪹꪬꪸꪒ ꪚꪲ꫁,1,,,cxđ.,1,sây sát,,ꪶꪩ꫁ꪣ ꪘꪰꪉ ꪹꪖꪷꪨꪀ ꪹꪬꪸꪒ ꪚꪲ꫁: ngã sây sát da,
7725,ꪗꪩꪴꪥ ꪗꪩꪴꪥ,1,,,cxđ.,1,sềnh sệch,,ꪩ꫁ꪱ ꪼꪜ ꪗꪩꪴꪥ ꪗꪩꪴꪥ: lôi đi sềnh sệch,
7726,ꪖꪷ꪿,1,,,cxđ.,1,chống,thuyền bè,ꪖꪷ꪿ ꪹꪭ ꪶꪔ꪿ꪀ ꪀꪱꪉ ꪼꪩ: chống thuyền đến giữa dòng; đâm lao phải theo lao,
7727,ꪖꪷ꫁,1,,,cxđ.,1,thỏ,,,
7728,ꪗꪷ,1,,,cxđ.,1,,môt loại sọt đan nâu,,
7729,ꪖ꪿ꪮꪥ,1,,,cxđ.,1,,,,
7730,ꪖ꪿ꪮꪥ,1,,,cxđ.,2,kém,,ꪹꪚꪱ꪿ ꪖ꪿ꪮꪥ ꪻꪠ: chẳng kém ai,
7731,ꪖ꪿ꪮꪥ ꪎꪺ,1,,,cxđ.,1,thua kém,,ꪫꪸꪀ ꪹꪥꪸꪒ ꪀꪲꪙ ꪹꪚꪱ꪿ ꪖ꪿ꪮꪥ ꪎꪺ ꪻꪠ: việc làm ăn không thua kém ai,
7732,ꪖ꫁ꪮꪥ ꪖꪱꪣ,1,,,cxđ.,1,hỏi han,,ꪖ꫁ꪮꪥ ꪖꪱꪣ ꪻꪬ꫁ ꪭꪴ꫁ ꪶꪀ꪿ꪀ ꪼꪜ: hỏi han cho biết ngọn nguồn,
7733,ꪖ꫁ꪮꪥ ꪖꪱꪣ,1,,,cxđ.,2,thăm dò,,ꪖ꫁ꪮꪥ ꪖꪱꪣ ꪁ꪿ꪱ ꪁꪮꪙ: thăm dò giá cả,
7734,ꪖꪮꪀ,1,,,cxđ.,1,"đổ, dốc",,ꪖꪮꪀ ꪐꪲ꪿ꪉ ꪹꪐ꫁: đổ rác,* ꪖꪮꪀ ꪙꪾ꫁ ꪻꪎ꪿ ꪬꪺ ꪹꪜꪸꪒ: đổ nước vào đầu vịt
7735,ꪖꪮꪀ ꪜꪰꪀ,1,,,cxđ.,1,dốc,,ꪖꪮꪀ ꪜꪰꪀ ꪙꪾ꫁ ꪘꪰ꫁ꪉ ꪚꪰ꫁ꪉ ꪚꪮꪀ: dốc nước trong ống ra,
7736,ꪖ꪿ꪮꪣ,1,,,cxđ.,1,dò la,,ꪖ꪿ꪮꪣ ꪁꪫꪱꪣ ꪄ꪿ꪱꪫ: dò la tin tức,
7737,ꪖ꪿ꪮꪣ ꪥꪮꪣ,1,,,cxđ.,1,rình mò,,ꪶꪁꪙ ꪩꪰꪀ ꪖ꪿ꪮꪣ ꪥꪮꪣ: kẻ trộm rình mò,
7738,ꪖꪮꪙ ꪔꪲꪙ,1,,,cxđ.,1,cất bước,vh,ꪖꪮꪙ ꪔꪲꪙ ꪣꪱ ꪑꪲ ꪑ꫁ꪮꪥ: cất bước đi đằng đẵng,
7739,ꪖ꪿ꪮꪙ,1,,,cxđ.,1,rút,,ꪖ꪿ꪮꪙ ꪣꪲꪒ ꪮꪮꪀ ꪠꪰꪀ: rút dao khỏi bao,
7740,ꪖꪮꪉ,1,,,cxđ.,1,lọc,,ꪖꪮꪉ ꪙꪾ꫁ ꪀꪲꪙ: lọc nước uống,
7741,ꪖꪮꪉ,1,,,cxđ.,2,xền,,ꪖꪮꪉ ꪙꪾ꫁ ꪮ꫁ꪮꪥ: xên đường,
7742,ꪖꪮꪉ,2,,,cxđ.,1,,,,
7743,ꪖ꪿ꪮꪉ,1,,,cxđ.,1,nửa,,ꪖ꪿ꪮꪉ ꪩꪾ ꪮ꫁ꪮꪥ: nửa cây mía,* ꪖ꪿ꪮꪉ ꪋ꪿ꪺ ꪖ꪿ꪮꪉ ꪜꪱꪙ: nửa đời nửa đoạn
7744,ꪖ꪿ꪮꪉ,1,,,cxđ.,2,rưỡi,,ꪎꪮꪉ ꪹꪚꪙ ꪖ꪿ꪮꪉ: hai tháng rưỡi,
7745,ꪖ꪿ꪮꪉ ꪀꪱꪉ,1,,,cxđ.,1,"nửa chừng, nửa vời, dở chừng, lưng chừng",,ꪹꪥꪸꪒ ꪖ꪿ꪮꪉ ꪀꪱꪉ ꪫꪱꪉ ꪣꪱ: làm nửa chừng bỏ về,
7746,ꪖ꪿ꪮꪉ ꪡ꫁ꪱ,1,,,cxđ.,1,,,,
7747,ꪖ꪿ꪮꪉ ꪔꪱꪥ,1,,,cxđ.,1,mệt xác,,ꪹꪥꪸꪒ ꪖ꪿ꪮꪉ ꪔꪱꪥ ꪹꪚꪱ꪿ ꪹꪜꪸꪙ: làm mệt xác không thành,
7748,ꪖ꪿ꪮꪉ ꪔꪱꪥ,1,,,cxđ.,2,thục mạng,,ꪵꪩ꪿ꪙ ꪖ꪿ꪮꪉ ꪔꪱꪥ ꪊꪰ꪿ꪉ ꪹꪄꪷꪒ: chạy thục mạng mới kịp,
7749,ꪖꪮꪒ,1,,,cxđ.,1,rút,,ꪖꪮꪒ ꪶꪮ꪿ꪉ ꪙ꫁ꪮꪥ ꪮꪮꪀ: rút súng ngắn ra,ꪎꪷ ꪖꪮꪒ ꪹꪉꪷꪙ: xin rút tiền
7750,ꪖꪮꪒ,1,,,cxđ.,2,tụt,,ꪖꪮꪒ ꪭꪱꪥ ꪮꪮꪀ: tụt giày ra,
7751,ꪖꪮꪒ,1,,,cxđ.,3,đòi,của đã cho,ꪻꪬ꫁ ꪹꪎꪱ꪿ ꪵꪩ꫁ꪫ ꪣꪱ ꪖꪮꪒ ꪹꪮꪱ: cho người ta rồi đến đòi lại,
7752,ꪶꪖ꪿,1,,,cxđ.,1,sạt,,ꪒꪲꪙ ꪶꪖ꪿ ꪶꪩꪉ: đất sạt xuống,
7753,ꪶꪖ꪿,1,,,cxđ.,2,xéo nát,,ꪁꪫꪱꪥ ꪶꪖ꪿ ꪎꪺꪙ ꪠꪰꪀ: trâu xéo nát vườn rau,
7754,ꪶꪖ꪿ꪀ ꪼꪢ,1,,,cxđ.,1,gỡ tơ,tằm,ꪶꪖ꪿ꪀ ꪼꪢ ꪣ꫁ꪮꪙ ꪹꪚꪱ꪿ ꪻꪬ꫁ ꪣꪽ ꪐꪴ꫁ꪉ: gỡ tơ tằm cho khỏi rối,
7755,ꪶꪖꪥ,1,,,cxđ.,1,thôi,,ꪹꪥꪸꪒ ꪹꪋꪸ꫁ꪙ ꪶꪖꪥ: làm thế thôi,ꪋ꫁ꪮꪣ ꪭꪮꪒ ꪣꪳ꫁ ꪉꪫꪱ ꪶꪖꪥ: mới đến hôm qua thôi
7756,ꪶꪖꪥ,1,,,cxđ.,2,thôi,,ꪎꪷ ꪶꪖꪥ ꪫꪸꪀ: xin thôi việc,
7758,ꪶꪖ꪿ꪣ,1,,,cxđ.,1,nhổ,,ꪶꪖ꪿ꪣ ꪙꪾ꫁ ꪏꪩꪱꪥ: nhổ nước bọt,
7759,ꪶꪗꪣ ꪶꪗꪣ,1,,,cxđ.,1,rộ lên,,ꪹꪕꪸꪉ ꪹꪭꪙ ꪬꪺ ꪶꪗꪣ ꪶꪗꪣ: cả nhà cười rộ lên,
7760,ꪶꪖꪉ,1,,,cxđ.,1,túi,,ꪹꪜꪸ꫁ ꪶꪖꪉ: đeo túi,ꪶꪖꪉ ꪹꪎ꫁: túi áo
7761,ꪶꪖꪉ ꪄꪲꪒ,1,,,cxđ.,1,túi thổ cẩm,"thái, lào",,
7762,ꪶꪖꪉ ꪹꪜꪱ꪿,1,,,cxđ.,1,nhẵn túi,,ꪶꪤ꪿ꪉ ꪊ꪿ꪱꪥ ꪨꪱꪥ ꪶꪖꪉ ꪹꪜꪱ꪿: tiêu pha nhiều nhẵn túi,
7763,ꪶꪖꪉ ꪼꪕ꫁,1,,,cxđ.,1,,túi tượng trưng cho hồn vía người sống của một gia đình,,
7764,ꪶꪖꪉ ꪕ꫁ꪮꪥ,1,,,cxđ.,1,hầu bao,,ꪎꪱꪥ ꪵꪮꪫ ꪵꪄꪫꪙ ꪶꪖꪉ ꪕ꫁ꪮꪥ: thắt lưng đeo hần bao,
7765,ꪶꪖ꪿ꪉ,1,,,cxđ.,1,"rủi, rủi ro",,ꪣꪳ꫁ ꪙꪲ꫁ ꪶꪖ꪿ꪉ ꪹꪚꪱ꪿ ꪔꪴ꪿ꪀ ꪼꪒ꫁ ꪜꪱ: hôm nay rủi không câu được cá,
7766,ꪶꪖ꪿ꪉ,1,,,cxđ.,2,rông,,ꪶꪖ꪿ꪉ ꪹꪕꪸꪉ ꪜꪲ: rông cả năm,
7767,ꪶꪖ꫁ꪉ,1,,,cxđ.,1,rá,,ꪶꪖ꫁ꪉ ꪕꪱꪫ ꪹꪄꪱ꫁: rá vo gạo,
7768,ꪶꪖ꫁ꪉ,2,,,cxđ.,1,,,,
7769,ꪶꪗ꫁ꪉ,1,,,cxđ.,1,"trôi, trôi chảy",,ꪫꪸꪀ ꪹꪚꪱ꪿ ꪶꪗ꫁ꪉ: việc không trôi,ꪜꪱꪀ ꪹꪚꪱ꪿ ꪶꪗ꫁ꪉ: nói không trôi chảy
7770,ꪶꪖꪚ ꪶꪖꪚ,1,,,cxđ.,1,đành đạch,,ꪜꪱ ꪒꪲ꫁ꪙ ꪶꪖꪚ ꪶꪖꪚ: cá giãy đành đạch,
7771,ꪶꪗꪒ ꪡꪱꪒ,1,,,cxđ.,1,bập bõm,,* ꪶꪗꪒ ꪖꪴ꫁ ꪶꪗꪒ ꪗꪱꪒ: bập ba bập bõm,
7772,ꪹꪖꪷ꪿ꪀ,1,,,cxđ.,1,đực,"trâu, bò, dê,...",ꪁꪫꪱꪥ ꪹꪖꪷ꪿ꪀ: trâu đực,
7773,ꪹꪗꪷ꫁ꪣ,1,,,cxđ.,1,ngách,,ꪄꪴꪒ ꪹꪗꪷ꫁ꪣ ꪚꪰꪒ ꪵꪎ ꪚꪲꪙ: đào ngách tránh máy bay,
7774,ꪹꪖꪷꪙ,1,,,cxđ.,1,sơn,,ꪤꪱ ꪹꪖꪷꪙ: thuốc sơn,
7775,ꪹꪖꪷꪙ,1,,,cxđ.,1,,,ꪹꪖꪷꪙ ꪭꪮꪣ: sơn hòm,
7776,ꪹꪖꪷꪙ,1,,,cxđ.,2,,,ꪹꪖꪷꪙ ꪶꪝ꫁ꪥ: trát bồ,
7777,ꪹꪖꪷꪉ,1,,,cxđ.,1,,,,
7778,ꪹꪖꪷꪉ,2,,,cxđ.,1,đến,thời gian,* ꪹꪖꪷꪉ ꪜꪲ ꪹꪖꪷꪉ ꪹꪚꪙ: đến năm đến tháng,
7779,ꪹꪖꪷꪉ ꪻꪊ,1,,,cxđ.,1,thấm thía,,* ꪹꪖꪷꪉ ꪶꪢ꪿ꪀ ꪹꪖꪷꪉ ꪻꪊ: thấm thía trong lòng trong dạ,
7780,ꪹꪖꪷꪉ ꪹꪋꪷ,1,,,cxđ.,1,đến thời,,ꪹꪖꪷꪉ ꪹꪋꪷ ꪹꪥꪸꪒ ꪀꪲꪙ: đến thời làm ăn,
7781,ꪹꪖꪷꪉ ꪑꪱꪣ,1,,,cxđ.,1,,,,
7782,ꪹꪖꪷꪉ ꪗ꫁ꪱꪙ,1,,,cxđ.,1,nỗi nào,,ꪹꪚꪱ꪿ ꪹꪖꪷꪉ ꪗ꫁ꪱꪙ ꪹꪁꪷ꫁ꪙ!: chẳng đến nỗi nào thế!,
7783,ꪹꪖꪷꪉ ꪖ꫁ꪺꪙ,1,,,cxđ.,1,đến thì,,ꪠꪴ꫁ ꪎꪱꪫ ꪹꪖꪷꪉ ꪖ꫁ꪺꪙ: con gái đến thì,
7784,ꪖꪴ,1,,,cxđ.,1,,,,
7785,ꪖꪴ,2,,,cxđ.,1,tịch thu,,ꪖꪴ ꪹꪭꪙ: tịch thu nhà,
7786,ꪖꪴ ꪖ꪿ꪱꪉ,1,,,cxđ.,1,xềnh xệch,,ꪩꪱꪀ ꪖꪴ ꪖ꪿ꪱꪉ ꪼꪜ: lôi đi xềnh xệch,
7787,ꪖꪴ ꪖꪰ꪿ꪉ,1,,,cxđ.,1,lật đật,,ꪙꪰ꪿ꪉ ꪙ꫁ꪮꪥ ꪙꪳ꪿ꪉ ꪖꪴ ꪖꪰ꪿ꪉ ꪼꪜ ꪼꪈ: ngồi một tí lật đật đi ngay,
7788,ꪖꪴ꪿,1,,,cxđ.,1,đũa,,ꪖꪴ꪿ ꪉꪱ: đũa ngà,
7789,ꪖꪴ꪿,2,,,cxđ.,1,thú,,ꪖꪴ꪿ ꪶꪕ꫁ꪥ: thú tội,
7790,ꪖꪴ꪿ ꪵꪒꪉ,1,,,cxđ.,1,đũa son,,,
7791,ꪖꪴ꪿ ꪏꪳ꪿,1,,,cxđ.,1,thú thật,,ꪖꪴ꪿ ꪏꪳ꪿ ꪹꪚꪱ꪿ ꪭꪴ꫁ ꪩꪮꪥ: thú thật không biết bơi,
7792,ꪗꪴ,1,,,cxđ.,1,"thù, hiềm",,ꪜꪰꪉ ꪗꪴ ꪻꪬ꫁ ꪹꪤꪷꪙ ꪹꪣꪉ: trả thù cho nhân dân,
7793,ꪗꪴ ꪭꪽ,1,,,cxđ.,1,"thù hằn, hiềm thù",,,
7794,ꪖꪺ ꪭꪲ꪿,1,,,cxđ.,1,khiếu màu trắng,con,,
7795,ꪖꪺ ꪩꪱꪉ,1,,,cxđ.,1,liếu điếu,,,
7796,ꪖ꪿ꪺ,1,,,cxđ.,1,"đậu, đỗ",cây,,
7797,ꪗꪺ ꪵꪭ,1,,,cxđ.,1,đậu thiều,,,
